country,cow_code,year,court_type,court_name,year_first_woman,num_women,pct_women,region
Afghanistan,700,1970,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1971,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1972,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1973,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1974,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1975,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1976,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1977,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1978,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1979,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1980,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1981,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1982,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1983,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1984,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1985,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1986,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1987,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1988,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1989,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1990,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1991,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1992,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1993,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1994,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1995,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1996,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1997,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1998,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,1999,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2000,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2001,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2002,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2003,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2004,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2005,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2006,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2007,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2008,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2009,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2010,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2011,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2012,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Afghanistan,700,2013,SUP,Supreme Court (Stera Mahkama),2020,0,0.0000,South Asia
Albania,339,2004,APP,Court of Cassation,NA,NA,NA,West (not Scandinavia)
Albania,339,2005,APP,Court of Cassation,NA,NA,NA,West (not Scandinavia)
Albania,339,2006,APP,Court of Cassation,NA,NA,NA,West (not Scandinavia)
Albania,339,2007,APP,Court of Cassation,NA,NA,NA,West (not Scandinavia)
Albania,339,2008,APP,Court of Cassation,NA,NA,NA,West (not Scandinavia)
Albania,339,2009,APP,Court of Cassation,NA,NA,NA,West (not Scandinavia)
Albania,339,2010,APP,Court of Cassation,NA,NA,NA,West (not Scandinavia)
Albania,339,2011,APP,Court of Cassation,NA,NA,NA,West (not Scandinavia)
Albania,339,2012,APP,Court of Cassation,NA,NA,NA,West (not Scandinavia)
Albania,339,2013,APP,Court of Cassation,NA,4,23.5294,West (not Scandinavia)
Albania,339,1992,CON,Constitutional Court,1992,2,22.2222,West (not Scandinavia)
Albania,339,1993,CON,Constitutional Court,1992,2,22.2222,West (not Scandinavia)
Albania,339,1994,CON,Constitutional Court,1992,2,22.2222,West (not Scandinavia)
Albania,339,1995,CON,Constitutional Court,1992,0,0.0000,West (not Scandinavia)
Albania,339,1996,CON,Constitutional Court,1992,0,0.0000,West (not Scandinavia)
Albania,339,1997,CON,Constitutional Court,1992,0,0.0000,West (not Scandinavia)
Albania,339,1998,CON,Constitutional Court,1992,2,22.2222,West (not Scandinavia)
Albania,339,1999,CON,Constitutional Court,1992,2,25.0000,West (not Scandinavia)
Albania,339,2000,CON,Constitutional Court,1992,2,25.0000,West (not Scandinavia)
Albania,339,2001,CON,Constitutional Court,1992,2,25.0000,West (not Scandinavia)
Albania,339,2002,CON,Constitutional Court,1992,1,12.5000,West (not Scandinavia)
Albania,339,2003,CON,Constitutional Court,1992,0,0.0000,West (not Scandinavia)
Albania,339,2004,CON,Constitutional Court,1992,1,12.5000,West (not Scandinavia)
Albania,339,2005,CON,Constitutional Court,1992,1,12.5000,West (not Scandinavia)
Albania,339,2006,CON,Constitutional Court,1992,1,12.5000,West (not Scandinavia)
Albania,339,2007,CON,Constitutional Court,1992,1,12.5000,West (not Scandinavia)
Albania,339,2008,CON,Constitutional Court,1992,1,12.5000,West (not Scandinavia)
Albania,339,2009,CON,Constitutional Court,1992,1,12.5000,West (not Scandinavia)
Albania,339,2010,CON,Constitutional Court,1992,2,25.0000,West (not Scandinavia)
Albania,339,2011,CON,Constitutional Court,1992,2,33.3333,West (not Scandinavia)
Albania,339,2012,CON,Constitutional Court,1992,2,33.3333,West (not Scandinavia)
Albania,339,2013,CON,Constitutional Court,1992,2,22.2222,West (not Scandinavia)
Algeria,615,1970,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1971,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1972,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1973,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1974,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1975,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1976,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1977,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1978,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1979,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1980,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1981,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1982,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1983,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1984,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1985,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1986,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1987,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1988,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1989,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1990,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1991,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1992,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1993,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1994,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1995,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1996,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1997,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1998,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1999,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2000,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2001,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2002,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2003,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2004,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2005,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2006,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2007,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2008,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2009,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2010,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2011,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2012,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,2013,APP,Supreme Court (Cour Supreme) - 4 divisions,NA,NA,NA,Middle East & North Africa
Algeria,615,1989,CON,Constitutional Council,1999,0,0.0000,Middle East & North Africa
Algeria,615,1990,CON,Constitutional Council,1999,0,0.0000,Middle East & North Africa
Algeria,615,1991,CON,Constitutional Council,1999,0,0.0000,Middle East & North Africa
Algeria,615,1992,CON,Constitutional Council,1999,0,0.0000,Middle East & North Africa
Algeria,615,1993,CON,Constitutional Council,1999,0,0.0000,Middle East & North Africa
Algeria,615,1994,CON,Constitutional Council,1999,0,0.0000,Middle East & North Africa
Algeria,615,1995,CON,Constitutional Council,1999,0,0.0000,Middle East & North Africa
Algeria,615,1996,CON,Constitutional Council,1999,0,0.0000,Middle East & North Africa
Algeria,615,1997,CON,Constitutional Council,1999,0,0.0000,Middle East & North Africa
Algeria,615,1998,CON,Constitutional Council,1999,0,0.0000,Middle East & North Africa
Algeria,615,1999,CON,Constitutional Council,1999,1,12.5000,Middle East & North Africa
Algeria,615,2000,CON,Constitutional Council,1999,1,12.5000,Middle East & North Africa
Algeria,615,2001,CON,Constitutional Council,1999,2,22.2222,Middle East & North Africa
Algeria,615,2002,CON,Constitutional Council,1999,2,22.2222,Middle East & North Africa
Algeria,615,2003,CON,Constitutional Council,1999,2,22.2222,Middle East & North Africa
Algeria,615,2004,CON,Constitutional Council,1999,2,22.2222,Middle East & North Africa
Algeria,615,2005,CON,Constitutional Council,1999,1,11.1111,Middle East & North Africa
Algeria,615,2006,CON,Constitutional Council,1999,1,11.1111,Middle East & North Africa
Algeria,615,2007,CON,Constitutional Council,1999,1,11.1111,Middle East & North Africa
Algeria,615,2008,CON,Constitutional Council,1999,1,11.1111,Middle East & North Africa
Algeria,615,2009,CON,Constitutional Council,1999,1,11.1111,Middle East & North Africa
Algeria,615,2010,CON,Constitutional Council,1999,1,11.1111,Middle East & North Africa
Algeria,615,2011,CON,Constitutional Council,1999,2,22.2222,Middle East & North Africa
Algeria,615,2012,CON,Constitutional Council,1999,2,22.2222,Middle East & North Africa
Algeria,615,2013,CON,Constitutional Council,1999,2,22.2222,Middle East & North Africa
Angola,540,1975,APP,Supreme Court or Tribunal da Relação,1980,0,0.0000,Africa
Angola,540,1976,APP,Supreme Court or Tribunal da Relação,1980,0,0.0000,Africa
Angola,540,1977,APP,Supreme Court or Tribunal da Relação,1980,0,0.0000,Africa
Angola,540,1978,APP,Supreme Court or Tribunal da Relação,1980,0,0.0000,Africa
Angola,540,1979,APP,Supreme Court or Tribunal da Relação,1980,0,0.0000,Africa
Angola,540,1980,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1981,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1982,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1983,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1984,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1985,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1986,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1987,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1988,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1989,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1990,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1991,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1992,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1993,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1994,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1995,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1996,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1997,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1998,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,1999,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2000,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2001,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2002,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2003,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2004,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2005,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2006,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2007,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2008,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2009,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2010,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2011,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2012,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2013,APP,Supreme Court or Tribunal da Relação,1980,NA,NA,Africa
Angola,540,2008,CON,Constitutional Court or Tribunal Constitucional,2008,3,42.8571,Africa
Angola,540,2009,CON,Constitutional Court or Tribunal Constitucional,2008,3,42.8571,Africa
Angola,540,2010,CON,Constitutional Court or Tribunal Constitucional,2008,3,42.8571,Africa
Angola,540,2011,CON,Constitutional Court or Tribunal Constitucional,2008,3,42.8571,Africa
Angola,540,2012,CON,Constitutional Court or Tribunal Constitucional,2008,4,36.3636,Africa
Angola,540,2013,CON,Constitutional Court or Tribunal Constitucional,2008,4,36.3636,Africa
Argentina,160,1970,SUP,Supreme Court or Corte Suprema,1970,1,20.0000,Latin America & the Caribbean
Argentina,160,1971,SUP,Supreme Court or Corte Suprema,1970,court was suspended,court was suspended,Latin America & the Caribbean
Argentina,160,1972,SUP,Supreme Court or Corte Suprema,1970,court was suspended,court was suspended,Latin America & the Caribbean
Argentina,160,1973,SUP,Supreme Court or Corte Suprema,1970,court was suspended,court was suspended,Latin America & the Caribbean
Argentina,160,1974,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1975,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1976,SUP,Supreme Court or Corte Suprema,1970,court was suspended,court was suspended,Latin America & the Caribbean
Argentina,160,1977,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1978,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1979,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1980,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1981,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1982,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1983,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1984,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1985,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1986,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1987,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1988,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1989,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1990,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1991,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1992,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1993,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1994,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1995,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1996,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1997,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1998,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,1999,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,2000,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,2001,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,2002,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,2003,SUP,Supreme Court or Corte Suprema,1970,0,0.0000,Latin America & the Caribbean
Argentina,160,2004,SUP,Supreme Court or Corte Suprema,1970,1,11.1111,Latin America & the Caribbean
Argentina,160,2005,SUP,Supreme Court or Corte Suprema,1970,2,22.2222,Latin America & the Caribbean
Argentina,160,2006,SUP,Supreme Court or Corte Suprema,1970,2,22.2222,Latin America & the Caribbean
Argentina,160,2007,SUP,Supreme Court or Corte Suprema,1970,2,40.0000,Latin America & the Caribbean
Argentina,160,2008,SUP,Supreme Court or Corte Suprema,1970,2,40.0000,Latin America & the Caribbean
Argentina,160,2009,SUP,Supreme Court or Corte Suprema,1970,2,40.0000,Latin America & the Caribbean
Argentina,160,2010,SUP,Supreme Court or Corte Suprema,1970,2,40.0000,Latin America & the Caribbean
Argentina,160,2011,SUP,Supreme Court or Corte Suprema,1970,2,40.0000,Latin America & the Caribbean
Argentina,160,2012,SUP,Supreme Court or Corte Suprema,1970,2,40.0000,Latin America & the Caribbean
Argentina,160,2013,SUP,Supreme Court or Corte Suprema,1970,2,40.0000,Latin America & the Caribbean
Armenia,371,1991,APP,Court of Cassation - 2 divisions,1991,1,5.8824,Eastern Europe & former Soviet Asia
Armenia,371,1992,APP,Court of Cassation - 2 divisions,1991,1,5.8824,Eastern Europe & former Soviet Asia
Armenia,371,1993,APP,Court of Cassation - 2 divisions,1991,1,5.8824,Eastern Europe & former Soviet Asia
Armenia,371,1994,APP,Court of Cassation - 2 divisions,1991,1,5.8824,Eastern Europe & former Soviet Asia
Armenia,371,1995,APP,Court of Cassation - 2 divisions,1991,1,5.8824,Eastern Europe & former Soviet Asia
Armenia,371,1996,APP,Court of Cassation - 2 divisions,1991,1,5.8824,Eastern Europe & former Soviet Asia
Armenia,371,1997,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,1998,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,1999,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2000,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2001,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2002,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2003,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2004,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2005,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2006,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2007,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2008,APP,Court of Cassation - 2 divisions,1991,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2009,APP,Court of Cassation - 2 divisions,1991,3,17.6471,Eastern Europe & former Soviet Asia
Armenia,371,2010,APP,Court of Cassation - 2 divisions,1991,3,17.6471,Eastern Europe & former Soviet Asia
Armenia,371,2011,APP,Court of Cassation - 2 divisions,1991,3,17.6471,Eastern Europe & former Soviet Asia
Armenia,371,2012,APP,Court of Cassation - 2 divisions,1991,3,17.6471,Eastern Europe & former Soviet Asia
Armenia,371,2013,APP,Court of Cassation - 2 divisions,1991,3,17.6471,Eastern Europe & former Soviet Asia
Armenia,371,1991,CON,Constitutional Court,1996,unsure court exists,unsure court exists,Eastern Europe & former Soviet Asia
Armenia,371,1992,CON,Constitutional Court,1996,unsure court exists,unsure court exists,Eastern Europe & former Soviet Asia
Armenia,371,1993,CON,Constitutional Court,1996,unsure court exists,unsure court exists,Eastern Europe & former Soviet Asia
Armenia,371,1994,CON,Constitutional Court,1996,unsure court exists,unsure court exists,Eastern Europe & former Soviet Asia
Armenia,371,1995,CON,Constitutional Court,1996,unsure court exists,unsure court exists,Eastern Europe & former Soviet Asia
Armenia,371,1996,CON,Constitutional Court,1996,1,11.1111,Eastern Europe & former Soviet Asia
Armenia,371,1997,CON,Constitutional Court,1996,1,10.0000,Eastern Europe & former Soviet Asia
Armenia,371,1998,CON,Constitutional Court,1996,1,11.1111,Eastern Europe & former Soviet Asia
Armenia,371,1999,CON,Constitutional Court,1996,1,11.1111,Eastern Europe & former Soviet Asia
Armenia,371,2000,CON,Constitutional Court,1996,1,11.1111,Eastern Europe & former Soviet Asia
Armenia,371,2001,CON,Constitutional Court,1996,1,11.1111,Eastern Europe & former Soviet Asia
Armenia,371,2002,CON,Constitutional Court,1996,1,11.1111,Eastern Europe & former Soviet Asia
Armenia,371,2003,CON,Constitutional Court,1996,1,10.0000,Eastern Europe & former Soviet Asia
Armenia,371,2004,CON,Constitutional Court,1996,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2005,CON,Constitutional Court,1996,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2006,CON,Constitutional Court,1996,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2007,CON,Constitutional Court,1996,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2008,CON,Constitutional Court,1996,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2009,CON,Constitutional Court,1996,0,0.0000,Eastern Europe & former Soviet Asia
Armenia,371,2010,CON,Constitutional Court,1996,1,11.1111,Eastern Europe & former Soviet Asia
Armenia,371,2011,CON,Constitutional Court,1996,1,11.1111,Eastern Europe & former Soviet Asia
Armenia,371,2012,CON,Constitutional Court,1996,1,11.1111,Eastern Europe & former Soviet Asia
Armenia,371,2013,CON,Constitutional Court,1996,1,11.1111,Eastern Europe & former Soviet Asia
Australia,900,1970,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1971,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1972,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1973,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1974,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1975,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1976,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1977,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1978,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1979,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1980,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1981,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
Australia,900,1982,SUP,High Court of Australia,1987,0,0.0000,West (not Scandinavia)
